Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
Healthcare Assistant,3.0,2024-11-23,"Current employee, less than 1 year",Gives 40 hours per week shift,Doesn't pay overtime even if you're working more than 40 hours per week,Google
Software Developement Engineer Intern,5.0,2024-11-30,Former employee,Great work life culture in the office,NA for this it is stable company,Google
Director Of Engineering,5.0,2024-07-29,"Former employee, more than 10 years","Early days: established THE model for what we think of as the standard ""hip, employeedriven"" corporate culture that cares about longterm values to employees, to users over shortterm values.","Ever since revenue has begun to slow, and AI has begun to disrupt, the company culture has shifted to a more typical ""shortterm revenue"" one  worried more about survival and efficiency, like most companies are. The original culture is fading.",Google
Vendor Performance Manager,5.0,2024-11-26,"Current employee, more than 3 years",Benefits are really good. Bonuses are based on your performance.,Promotion and performance rating is tough,Google
Frontend Executive,1.0,2024-12-18,"Current employee, less than 1 year",The only pros here is parking allowance,"toxic environment, impossible deadlines, boss toxic, no bonus, no 13 month salary, company trip go Johor, 24/7 on call, 2am midnight call",Google
Senior Customer Engineer,5.0,2024-11-19,"Current employee, more than 10 years", great amount of talent around  good benefits/comp, limited career growth opportunities,Google
Staff Program Manager,3.0,2024-11-25,Former employee,Great pay and benefits in EU.,Company has become so large and makes decisions very slowly.,Google
Program Manager Ii,4.0,2024-10-30,"Former employee, more than 3 years",Good comp and benefits plus bonuses,"To get ahead, you need to make your job your life, and you'll feel like a tiny cog in a giant wheel",Google
Prompt Engineer,5.0,2024-11-21,Current employee,great team and a work environment,no transparency between the employees and the management,Google
Sales Assistant,5.0,2024-11-26,"Current employee, less than 1 year",Good job would recommend to people,A lot of people same type of person,Google
Data Ops Engineer,5.0,2024-11-18,"Former employee, less than 1 year",I love google from bottom of my heart,I hate people around me in google,Google
Senior Ai/Ml Engineer,5.0,2024-11-30,"Former employee, more than 3 years","pay, foods, fun, balance, its google","nothing, nothing, nothing, nothing, nothing",Google
Network Administrator,4.0,2024-11-12,"Former employee, more than 1 year",always had meaningful and engaging work,could be stressful at time when deadline were due,Google
Data Entry Clerk,5.0,2024-12-01,Former employee,Friendly Social Good Management Supporting,Not much to say about this company at all,Google
Executive Search Consultant,5.0,2024-11-27,Former employee,To expand knowledge and experience,Google maps and google search console backend,Google
Senior Specialist,4.0,2024-10-28,Former employee,great benefits. both at work and the extra ones you receive.,Their leadership evaluations don't make a difference on whether or not a director or higher keep their position. Its just for show.,Google
Critical Facilities Technician,5.0,2024-10-30,"Current employee, less than 1 year","Free food, manage your own schedule, do your job to the best of your ability for reward.","Ambiguous, fastpaced, and goals/priorities change and shift like sand.",Google
Senior Director Finance,5.0,2024-10-03,"Former employee, more than 3 years",Incredibly smart people who care about doing good work,"Google is too inward looking and as a result can miss important trends and opportunities : for example, most people at Google are not on or active on Linkedin  because Google is their network.",Google
Cast Member - Part Time,5.0,2024-11-18,"Former employee, less than 1 year",I have develope from me,This is best job for me,Google
Customer Success Manager,3.0,2024-11-11,"Former employee, more than 1 year","Solid position and a safe place, great office with good perks","Tasks can get boring, cannot feel any impact i make",Google
Ops Manager,4.0,2024-11-28,Current employee,Food Team People Benefits  Comp,"Too big now, no longer the startup mentality",Google
Information Technology,5.0,2024-11-24,Former employee,Really really really good company,nothing bad to say about them,Google
Mid Market Sales,5.0,2024-11-22,"Current employee, more than 1 year","Great benefits, great salary, great atmosphere.","Demanding workload, intense competition, high expectations.",Google
Staff Data Engineer,3.0,2024-11-19,"Current employee, more than 8 years", Free food  Good pay, Too much bureaucracy.  Very slow career growth.,Google
Summer Intern,5.0,2024-11-18,Current employee,"Great environment, mentorship and benefits",Large company so harder to make an impact,Google
Team Manager,3.0,2024-11-10,"Current employee, more than 1 year",Work Life Balance is good for RPA projects,They will ask you to put down the papers if you don't get projects,Google
Associate Product Marketing Manager (Apmm),5.0,2024-11-11,Former employee,"perks, salary smart people with cool project",bureaucratic and political with not a lot of upward movement,Google
Department Head,3.0,2024-11-04,"Current employee, more than 3 years",Brand tag is good on the resume,Too many people in support functions doing the same job. Endless meetings and no action,Google
Senior Product Designer,4.0,2024-11-25,Former employee,pay and benefits were great,work life balance and deadlines,Google
Tresury Specialist,5.0,2024-11-22,"Current employee, less than 1 year",Great people and great benefits,The traffic to get there is rough,Google
Operations Specialist,4.0,2024-11-11,Current employee,Good benefits and overall nice place to work,lots of middle management which makes it hard to get things done,Google
Project Coordinator,3.0,2024-02-06,"Former employee, more than 3 years"," Pretty okay workload   Fun work environment   Awesome colleagues  ""Challenging but worth it"" projects   Good for independent people but can also double as team player.   Good environment for developing skills"," Terrible management temperamental and extremely bossy, must get on their good side because they have bias   Not good for those that dont enjoy overtime sometimes OT goes up to extra 3 hours...   Salary pay is unexpectingly lower from past standards. Maybe its me?   I had to work during my offday btw. Like 3 times separately...Please make sure you know your rights as an employee   ""No room for mistakes"" sorry but what kind of excuse is this. Humans make mistakes this made me mad  apparently you have to be tiptop perfect to be in this line of work...  Holidays and leaves are not enough. This is NY man.",Google
