Job Title,Job Ratings,time,JobStatus,Pros,Cons
Anonymous employee,5.0,"Feb 25, 2021",Current employee,"very good, very employee friendly","steep learning curve , never ending learning experiance"
Engineering manager,5.0,"Feb 28, 2021","Current employee, more than 5 years",Takes good care of employee,"Huge company, lots of crossgroup collaboration can slow down decisions"
Specialist,5.0,"Mar 2, 2021",Current employee,"Great people, work life balance, and perks",Nothing it is a great place to work
Software engineer,4.0,"Mar 2, 2021",Current employee,Good salary and bonuses. Food is great,Left after a year because I found a better opportunity
Software engineer,4.0,"Mar 6, 2021",Former employee,Everyone knows how to do their job,Big corp troubles - not the old google.
Product manager,5.0,"Mar 7, 2021","Former employee, more than 3 years",Great company! I recommend to everyone.,Not much. San Francisco is expensive to live in.
Internship,4.0,"Mar 7, 2021",Former employee,It was a pleasant place to work on,You barely want to leave the campus
Software developer,4.0,"Mar 7, 2021",Current employee,"Perks, great salary, benefits, great people, and amazing projects",Higher management demands are high
Product strategy lead,5.0,"Mar 7, 2021",Current employee,"perks are awesome, great work life balance",slow upward career progression which can be frustrating
Game programmer,5.0,"Mar 8, 2021","Former employee, less than 1 year",Good place to work for fresher,Not Good for experienced people
Software engineer,5.0,"Mar 8, 2021",Former employee,"Great benefits, great people, very fun.",Didn't provide food solutions during WFH year.
Software engineer,5.0,"Mar 10, 2021",Current employee,there are so much good things. Good team members,I think there is not much
Programme analyst,4.0,"Mar 11, 2021",Former employee,"Good training, perks are alright","Long hours, managemnet sometime could be more supportive"
Financial service representative,5.0,"Mar 11, 2021",Current employee,Great company - lot's of growth potential,difficult promotion process - lengthy and slow going
User experience manager,3.0,"Mar 11, 2021",Current employee,Smart people to work with,Understaffed. Echo chamber leadership. Promo virtually nonexistent.
Software engineer (swe ii),4.0,"Mar 14, 2021",Current employee,"talented people, good salary and perks",take a little bit long to get promoted
Program manager,4.0,"Mar 14, 2021","Current employee, more than 3 years",they support their employees and try to ensure inclusion,its a large corporate afterall
Analyst,5.0,"Mar 14, 2021",Former employee,Great place to work at the start of your career,Nothing that really stands out
Head of industry,4.0,"Mar 15, 2021",Former employee,"Great products, compensation and perks","Political, few good managers, strong Kool-Aid"
Software engineer,4.0,"Mar 16, 2021",Former employee,Benefits + culture are great,management can be a bit much at times.
Anonymous employee,5.0,"Mar 16, 2021","Former employee, less than 1 year","Good, nice, very best, nice place to work","Good, better, low compensation, experience less, policy issues"
Receptionist,3.0,"Mar 17, 2021",Former employee,Benefits and a lot of friends to be made,"Can't think of much cons, enjoy the job."
Software engineer,5.0,"Mar 18, 2021","Current employee, more than 1 year",this was a good place to work,this was above average so i can't complain
Intern,5.0,"Mar 20, 2021",Former employee,Google is Great Place to work,I don't think there are any disadvantages
Product manager,4.0,"Mar 20, 2021",Current employee,Good life and teams and people,Company is quite large and can be slow
Analyst,4.0,"Mar 21, 2021",Current employee,it's good to have a caring culture,workload can be a a lot for certain teams
Sales associate/cashier,5.0,"Mar 21, 2021",Current employee,very nice and fun to work for,very stubborn and forgetful 90% of the time
User experience designer,4.0,"Mar 22, 2021","Former employee, more than 3 years",Good value for work. Great atmosphere,Too hectic to work. To much work
Account manager,5.0,"Mar 24, 2021","Former employee, more than 1 year",Google is a great place to grow,I would not say there are any cons
Assistant manager,5.0,"Mar 24, 2021","Current employee, more than 1 year",Great place to be Assistant manager,Being the only Assistant manager
Software engineer,5.0,"Mar 25, 2021",Current employee,Perks are nice. Employer value employee's well being,"Move slow, bureaucracy, constantly changing directions."
Data scientist,4.0,"Mar 26, 2021",Current employee,"It's Google, obviously. Atmosphere is good, workspace is amazing.",No ones I have found
Pgm manager,4.0,"Mar 26, 2021",Current employee,Opportunity to do big things and work with great people,Can be a bit Bureaucratic
Senior software engineer,4.0,"Mar 27, 2021",Current employee,Smart people and healthy culture,Project could move slow in a large company
Software engineer,5.0,"Mar 27, 2021","Current employee, more than 1 year","Amazing people, exciting challenges, fantastic benefits",None that I can think of.
Project delivery manager,4.0,"Mar 28, 2021",Former employee,"Helpful colleagues, multicultural, interesting projects and good benefits",Not many to note. Overall a good place
Software engineer,4.0,"Mar 29, 2021","Current employee, more than 1 year",great workspace of the Zurich office and people.,"long hours and kind of chaotic, but still amazing"
Hardware engineer,4.0,"Mar 29, 2021",Former employee,Perks and wlb are the best out there,"Huge company, difficult to stand out"
Computer hardware engineer,4.0,"Mar 30, 2021",Current employee,"Friendly interviewers, and standard process/questions",Nothing specific that I can think of at the moment.
Cloud consultant,5.0,"Mar 31, 2021",Current employee,"Cool environment, lots of great people",The hours can be long at times
Auditor,5.0,"Mar 31, 2021","Former employee, less than 1 year",It was an awesome place to be.,"Everything is nice, no complaints."
Coder,4.0,"Apr 1, 2021",Former employee,They are many resources and people who want to support you.,Could still use more diversity.
Anonymous employee,5.0,"Apr 1, 2021",Former employee,Google is a great place to work,No cons I can think of
Data scientist,5.0,"Apr 4, 2021","Current employee, more than 1 year","Challenging work, great team, on the job learning",long hours otherwise no real cons
People operations associate,5.0,"Apr 5, 2021",Current employee,"All is well, I love the job!",None right now for me. Everything is great.
Qa automation engineer,5.0,"Apr 6, 2021","Current employee, more than 1 year",Perfect work life balance in google,Salary not as everyone expects it to be
Program coordinator,5.0,"Apr 7, 2021","Current employee, less than 1 year","- Free food 
- Great collaborative opportunities 
- Incredible people",- TVCs can be restricted
Maintenance technician,5.0,"Apr 7, 2021",Former employee,"Great pay and benefits, including 3 weeks of vacations",Sometimes a lot of work
Asm- assistant store manager,5.0,"Apr 7, 2021",Former employee,really good program I enjoyed it a lot,nothing I enjoyed everything about it was great
Programme analyst,5.0,"Apr 8, 2021",Current employee,"Great pay, benefits and associates","Location is the worst, cost of living is too high"
Software developer,4.0,"Apr 9, 2021",Current employee,"Good perks, good compensation, good culture",Nothing I can think of. I enjoy Google very much.
Project manager,5.0,"Apr 9, 2021","Current employee, more than 3 years","Very good company, excellent in terms of management","No cons as such, nice place to work"
Project manager intern,5.0,"Apr 10, 2021",Current employee,It's good and I feel blessed to work here,Sometimes boring and tends to be repetitive
Analyst,5.0,"Apr 10, 2021","Former employee, less than 1 year","Great job, it doesnt get better than this.",internal mobility is challenging but not impossible
Software engineer,5.0,"Apr 11, 2021",Current employee,super awesome work life balance haha,"very limited growth, boring work"
Biz dev,5.0,"Apr 11, 2021",Current employee,great corporate gig if you're considering tech,google is big now and things move slower
Engagement manager,4.0,"Apr 12, 2021",Current employee,"Perks, Team Culture, Environment, and Leadership",Visibility. Work in vacuum. Limited leadership opportunities
Anonymous employee,5.0,"Apr 13, 2021",Current employee,Good work culture ..Good pay ...More opportunities,Too much work...late working hours ..less holidays
Engineer,4.0,"Apr 13, 2021",Former employee,"benefits, people, salary, PTO, etc.",OT. can be demanding. you have to be dedicated to your job.
Hr-executive,4.0,"Apr 14, 2021","Current employee, more than 3 years","Benefits, Salary , Progression, flexible working, interesting projects",Feel like only a number
Diversity and inclusion manager,4.0,"Apr 15, 2021","Former employee, more than 8 years",Innovative technology and opportunities to create,Large company systems have grown overtime
Software engineer,5.0,"Apr 17, 2021","Current employee, more than 1 year",good big company and high salary.,I didn't find anything I don't like about it.
Senior account manager,4.0,"Apr 18, 2021","Current employee, more than 5 years",Large scope and lots of learning opportunities for early career professionals,A bit of a cult
Software engineer,5.0,"Apr 19, 2021",Former employee,"freedom to initiate projects
fast processes",no cons so far that I see
